cons_standings_ID,race_ID,constructor_ID,cumul_points,cumul_position
9383,384,49,0,18
9384,384,45,0,16
9385,384,35,0,12
9386,385,1,169,1
9387,385,6,62,2
9388,385,32,19,6
9389,385,21,23,4
9390,385,22,31,3
9391,385,27,0,14
9392,385,48,3,9
9393,385,25,5,8
9394,385,18,1,10
9395,385,33,0,11
9396,385,42,0,13
9397,385,39,0,15
9398,385,44,0,17
9399,385,3,16,7
9400,385,37,21,5
9401,385,49,0,18
9402,385,45,0,16
9403,385,35,0,12
9404,386,1,184,1
9405,386,6,65,2
9406,386,32,19,6
9407,386,21,23,4
9408,386,22,37,3
9409,386,27,0,15
9410,386,48,3,9
9411,386,25,5,8
9412,386,18,1,10
9413,386,33,0,11
9414,386,42,0,14
9415,386,39,0,13
9416,386,44,0,17
9417,386,3,17,7
9418,386,37,21,5
9419,386,49,0,18
9420,386,45,0,16
9421,386,35,0,12
9422,387,1,199,1
9423,387,6,65,2
9424,387,32,23,4
9425,387,21,23,5
9426,387,22,39,3
9427,387,27,0,15
9428,387,48,3,9
9429,387,25,5,8
9430,387,18,1,10
9431,387,33,0,11
9432,387,42,0,14
9433,387,39,0,13
9434,387,44,0,17
9435,387,3,20,7
9436,387,37,22,6
9437,387,49,0,18
9438,387,45,0,16
9439,387,35,0,12
9440,388,1,13,1
9441,388,3,7,2
9442,388,6,3,3
9443,388,22,2,4
9444,388,32,0,5
9445,388,49,0,6
9446,388,25,0,7
9447,388,39,0,8
9448,388,21,0,9
9449,388,34,0,10
9450,388,45,0,11
9451,388,18,0,12
9452,388,37,0,13
9453,389,1,16,2
9454,389,3,16,1
9455,389,6,7,4
9456,389,22,2,6
9457,389,32,7,3
9458,389,49,2,5
9459,389,25,0,7
9460,389,39,0,11
9461,389,21,0,10
9462,389,34,0,8
9463,389,45,0,12
9464,389,18,0,13
9465,389,37,0,14
9466,389,33,0,9
9467,389,27,0,15
9468,390,1,31,1
9469,390,3,16,2
9470,390,6,7,4
9471,390,22,2,8
9472,390,32,9,3
9473,390,49,2,7
9474,390,25,0,10
9475,390,39,0,12
9476,390,21,3,6
9477,390,34,4,5
9478,390,45,0,13
9479,390,18,0,15
9480,390,37,0,14
9481,390,33,0,11
9482,390,27,1,9
9483,391,1,31,1
9484,391,3,22,2
9485,391,6,14,4
9486,391,22,2,9
9487,391,32,18,3
9488,391,49,2,7
9489,391,25,2,8
9490,391,39,0,13
9491,391,21,3,6
9492,391,34,4,5
9493,391,45,0,14
9494,391,18,0,15
9495,391,37,1,11
9496,391,33,0,12
9497,391,27,1,10
9498,392,1,35,1
9499,392,3,30,2
9500,392,6,17,4
9501,392,22,2,9
9502,392,32,27,3
9503,392,49,2,7
9504,392,25,2,8
9505,392,39,0,13
9506,392,21,4,6
9507,392,34,4,5
9508,392,45,0,14
9509,392,18,0,15
9510,392,37,1,11
9511,392,33,0,12
9512,392,27,1,10
9513,393,1,39,2
9514,393,3,45,1
9515,393,6,17,4
9516,393,22,4,7
9517,393,32,30,3
9518,393,49,2,9
9519,393,25,3,8
9520,393,39,0,13
9521,393,21,4,6
9522,393,34,4,5
9523,393,45,0,14
9524,393,18,0,15
9525,393,37,1,11
9526,393,33,0,12
9527,393,27,1,10
9528,394,1,39,2
9529,394,3,60,1
9530,394,6,17,4
9531,394,22,5,6
9532,394,32,37,3
9533,394,49,2,9
9534,394,25,3,8
9535,394,39,0,13
9536,394,21,6,5
9537,394,34,4,7
9538,394,45,0,14
9539,394,18,0,15
9540,394,37,1,11
9541,394,33,0,12
9542,394,27,1,10
9543,395,1,45,2
9544,395,3,69,1
9545,395,6,17,4
9546,395,22,5,7
9547,395,32,41,3
9548,395,49,2,9
9549,395,25,8,5
9550,395,39,0,13
9551,395,21,6,6
9552,395,34,4,8
9553,395,45,0,14
9554,395,18,0,15
9555,395,37,1,12
9556,395,33,1,11
9557,395,27,1,10
9558,396,1,49,2
9559,396,3,78,1
9560,396,6,17,4
9561,396,22,8,6
9562,396,32,47,3
9563,396,49,2,9
9564,396,25,8,5
9565,396,39,0,13
9566,396,21,7,7
9567,396,34,6,8
9568,396,45,0,15
9569,396,18,0,14
9570,396,37,1,12
9571,396,33,1,11
9572,396,27,1,10
9573,397,1,50,2
9574,397,3,93,1
9575,397,6,17,4
9576,397,22,15,5
9577,397,32,49,3
9578,397,49,2,9
9579,397,25,8,6
9580,397,39,0,13
9581,397,21,7,7
9582,397,34,6,8
9583,397,45,0,15
9584,397,18,0,14
9585,397,37,1,12
9586,397,33,1,11
9587,397,27,1,10
9588,398,1,51,3
9589,398,3,106,1
9590,398,6,20,4
9591,398,22,17,5
9592,398,32,55,2
9593,398,49,2,9
9594,398,25,8,6
9595,398,39,0,13
9596,398,21,7,7
9597,398,34,6,8
9598,398,45,0,15
9599,398,18,0,14
9600,398,37,1,12
9601,398,33,1,11
9602,398,27,1,10
9603,398,42,0,16
9604,399,1,62,2
9605,399,3,110,1
9606,399,6,26,4
9607,399,22,20,5
9608,399,32,55,3
9609,399,49,2,9
9610,399,25,8,6
9611,399,39,0,13
9612,399,21,8,7
9613,399,34,6,8
9614,399,45,0,15
9615,399,18,0,14
9616,399,37,1,12
9617,399,33,1,11
9618,399,27,1,10
9619,399,42,0,16
9620,400,1,72,2
9621,400,3,122,1
9622,400,6,26,4
9623,400,22,20,5
9624,400,32,57,3
9625,400,49,2,9
9626,400,25,8,6
9627,400,39,0,13
9628,400,21,8,7
9629,400,34,6,8
9630,400,45,0,15
9631,400,18,0,14
9632,400,37,1,12
9633,400,33,2,10
9634,400,27,1,11
9635,400,42,0,16
9636,401,1,72,2
9637,401,3,137,1
9638,401,6,26,4
9639,401,22,22,5
9640,401,32,57,3
9641,401,49,2,10
9642,401,25,8,8
9643,401,39,0,13
9644,401,21,11,6
9645,401,34,10,7
9646,401,45,0,15
9647,401,18,0,14
9648,401,37,1,12
9649,401,33,3,9
9650,401,27,1,11
9651,401,42,0,16
9652,402,1,76,2
9653,402,3,137,1
9654,402,6,38,4
9655,402,22,24,5
9656,402,32,64,3
9657,402,49,2,10
9658,402,25,8,8
9659,402,39,0,13
9660,402,21,11,6
9661,402,34,10,7
9662,402,45,0,15
9663,402,18,0,14
9664,402,37,1,12
9665,402,33,3,9
9666,402,27,1,11
9667,402,42,0,16
9668,403,1,76,2
9669,403,3,137,1
9670,403,6,53,4
9671,403,22,28,5
9672,403,32,64,3
9673,403,49,2,10
9674,403,25,11,6
9675,403,39,1,12
9676,403,21,11,7
9677,403,34,10,8
9678,403,45,0,15
9679,403,18,0,14
9680,403,37,1,13
9681,403,33,3,9
9682,403,27,1,11
9683,403,42,0,16
9684,404,3,9,1
9685,404,32,6,3
9686,404,27,7,2
9687,404,25,2,4
9688,404,22,1,5
9689,404,34,0,6
9690,404,21,0,7
9691,404,6,0,8
9692,404,1,0,9
9693,404,45,0,10
9694,404,26,0,11
9695,404,49,0,12
9696,404,18,0,13
9697,405,3,15,2
9698,405,32,15,1
9699,405,27,7,3
9700,405,25,2,6
9701,405,22,4,5
9702,405,34,0,8
9703,405,21,0,7
9704,405,6,0,10
9705,405,1,7,4
9706,405,45,0,11
9707,405,26,0,9
9708,405,49,0,12
9709,405,18,0,13
9710,406,3,21,1
9711,406,32,15,3
9712,406,27,7,5
9713,406,25,2,7
9714,406,22,8,4
9715,406,34,1,8
9716,406,21,0,9
9717,406,6,3,6
9718,406,1,18,2
9719,406,45,0,11
9720,406,26,0,10
9721,406,49,0,12
9722,406,18,0,13
9723,407,3,24,2
9724,407,32,19,3
9725,407,27,10,4
9726,407,25,2,7
9727,407,22,8,5
9728,407,34,1,8
9729,407,21,0,9
9730,407,6,3,6
9731,407,1,33,1
9732,407,45,0,12
9733,407,26,0,10
9734,407,49,0,11
9735,407,18,0,13
9736,408,3,33,2
9737,408,32,25,3
9738,408,27,12,4
9739,408,25,2,7
9740,408,22,8,6
9741,408,34,1,8
9742,408,21,0,9
9743,408,6,10,5
9744,408,1,34,1
9745,408,45,0,12
9746,408,26,0,10
9747,408,49,0,11
9748,408,18,0,13
9749,409,3,46,1
9750,409,32,27,3
9751,409,27,13,4
9752,409,25,2,7
9753,409,22,8,6
9754,409,34,1,8
9755,409,21,0,9
9756,409,6,10,5
9757,409,1,43,2
9758,409,45,0,12
9759,409,26,0,10
9760,409,49,0,11
9761,409,18,0,13
9775,410,3,48,1
9776,410,32,36,3
9777,410,27,19,4
9778,410,25,2,7
9779,410,22,8,6
9780,410,34,2,8
9781,410,21,0,9
9782,410,6,13,5
9783,410,1,47,2
9784,410,45,0,12
9785,410,26,0,10
9786,410,49,0,11
9787,410,18,0,13
9788,411,3,61,1
9789,411,32,36,3
9790,411,27,22,4
9791,411,25,2,7
9792,411,22,8,6
9793,411,34,2,8
9794,411,21,0,9
9795,411,6,13,5
9796,411,1,56,2
9797,411,45,0,12
9798,411,26,0,10
9799,411,49,0,11
9800,411,18,0,13
9801,412,3,76,1
9802,412,32,36,3
9803,412,27,25,4
9804,412,25,5,7
9805,412,22,8,6
9806,412,34,2,8
9807,412,21,0,9
9808,412,6,13,5
9809,412,1,60,2
9810,412,45,0,12
9811,412,26,0,11
9812,412,49,0,10
9813,412,18,0,13
9814,413,3,89,1
9815,413,32,42,3
9816,413,27,28,4
9817,413,25,5,7
9818,413,22,8,6
9819,413,34,2,8
9820,413,21,0,9
9821,413,6,13,5
9822,413,1,63,2
9823,413,45,0,12
9824,413,26,0,10
9825,413,49,0,11
9826,413,18,0,13
9827,414,3,102,1
9828,414,32,50,3
9829,414,27,28,4
9830,414,25,6,7
9831,414,22,8,6
9832,414,34,2,8
9833,414,21,0,9
9834,414,6,16,5
9835,414,1,63,2
9836,414,45,0,12
9837,414,26,0,10
9838,414,49,0,11
9839,414,18,0,13
9840,415,3,102,1
9841,415,32,50,3
9842,415,27,28,4
9843,415,25,6,7
9844,415,22,8,6
9845,415,34,2,9
9846,415,21,1,10
9847,415,6,26,5
9848,415,1,72,2
9849,415,45,0,12
9850,415,26,5,8
9851,415,49,0,11
9852,415,18,0,13
9853,416,3,117,1
9854,416,32,50,3
9855,416,27,28,5
9856,416,25,6,8
9857,416,22,10,6
9858,416,34,2,9
9859,416,21,1,10
9860,416,6,30,4
9861,416,1,75,2
9862,416,45,0,12
9863,416,26,6,7
9864,416,49,0,11
9865,416,18,0,13
9866,416,39,0,14
9867,417,3,130,1
9868,417,32,53,3
9869,417,27,28,5
9870,417,25,6,8
9871,417,22,10,6
9872,417,34,2,9
9873,417,21,1,10
9874,417,6,33,4
9875,417,1,81,2
9876,417,45,0,12
9877,417,26,6,7
9878,417,49,0,11
9879,417,18,0,13
9880,417,39,0,14
9881,418,3,135,1
9882,418,32,57,3
9883,418,27,29,5
9884,418,25,6,8
9885,418,22,19,6
9886,418,34,2,9
9887,418,21,1,10
9888,418,6,33,4
9889,418,1,87,2
9890,418,45,0,13
9891,418,26,6,7
9892,418,49,0,11
9893,418,18,0,12
9894,418,39,0,14
9895,419,3,141,1
9896,419,32,58,3
9897,419,27,29,5
9898,419,25,11,7
9899,419,22,19,6
9900,419,34,2,9
9901,419,21,1,10
9902,419,6,37,4
9903,419,1,96,2
9904,419,45,0,13
9905,419,26,6,8
9906,419,49,0,11
9907,419,18,0,12
9908,419,39,0,14
9909,420,1,9,1
9910,420,6,9,2
9911,420,32,4,3
9912,420,4,2,4
9913,420,27,1,5
9914,420,25,0,6
9915,420,50,0,7
9916,420,21,0,8
9917,420,45,0,9
9918,420,51,0,10
9919,420,18,0,11
9920,420,3,0,12
9921,420,34,0,13
9922,420,52,0,14
9923,421,1,9,3
9924,421,6,15,2
9925,421,32,16,1
9926,421,4,6,4
9927,421,27,1,7
9928,421,25,1,6
9929,421,50,0,9
9930,421,21,0,10
9931,421,45,0,8
9932,421,51,0,11
9933,421,18,0,13
9934,421,3,2,5
9935,421,34,0,12
9936,421,52,0,14
9937,421,49,0,15
9938,422,1,12,3
9939,422,6,16,2
9940,422,32,25,1
9941,422,4,10,4
9942,422,27,1,8
9943,422,25,1,7
9944,422,50,0,11
9945,422,21,6,5
9946,422,45,0,10
9947,422,51,0,12
9948,422,18,0,13
9949,422,3,4,6
9950,422,34,0,9
9951,422,52,0,14
9952,422,49,0,15
9953,423,1,21,3
9954,423,6,22,2
9955,423,32,29,1
9956,423,4,12,4
9957,423,27,5,6
9958,423,25,1,8
9959,423,50,0,11
9960,423,21,6,5
9961,423,45,0,10
9962,423,51,0,13
9963,423,18,0,15
9964,423,3,4,7
9965,423,34,0,9
9966,423,52,0,16
9967,423,49,0,12
9968,423,53,0,14
9969,424,1,25,3
9970,424,6,37,1
9971,424,32,31,2
9972,424,4,12,4
9973,424,27,5,7
9974,424,25,1,8
9975,424,50,0,11
9976,424,21,6,6
9977,424,45,0,10
9978,424,51,0,12
9979,424,18,0,15
9980,424,3,8,5
9981,424,34,0,9
9982,424,52,0,16
9983,424,49,0,13
9984,424,53,0,14
10017,425,1,25,3
10018,425,6,47,1
10019,425,32,33,2
10020,425,4,12,5
10021,425,27,5,7
10022,425,25,4,8
10023,425,50,0,12
10024,425,21,6,6
10025,425,45,0,11
10026,425,51,0,10
10027,425,18,0,15
10028,425,3,17,4
10029,425,34,1,9
10030,425,52,0,16
10031,425,49,0,13
10032,425,53,0,14
10049,426,1,29,3
10050,426,6,50,1
10051,426,32,35,2
10052,426,4,13,5
10053,426,27,5,8
10054,426,25,4,9
10055,426,50,0,11
10056,426,21,6,7
10057,426,45,0,12
10058,426,51,0,10
10059,426,18,0,15
10060,426,3,23,4
10061,426,34,10,6
10062,426,52,0,16
10063,426,49,0,13
10064,426,53,0,14
10065,427,1,38,2
10066,427,6,56,1
10067,427,32,35,3
10068,427,4,15,5
10069,427,27,9,7
10070,427,25,4,9
10071,427,50,0,11
10072,427,21,6,8
10073,427,45,0,12
10074,427,51,0,10
10075,427,18,0,15
10076,427,3,23,4
10077,427,34,14,6
10078,427,52,0,16
10079,427,49,0,13
10080,427,53,0,14
10081,428,1,46,2
10082,428,6,65,1
10083,428,32,35,3
10084,428,4,15,5
10085,428,27,13,7
10086,428,25,4,9
10087,428,50,0,11
10088,428,21,9,8
10089,428,45,0,12
10090,428,51,0,10
10091,428,18,0,13
10092,428,3,24,4
10093,428,34,14,6
10094,428,52,0,16
10095,428,49,0,14
10096,428,53,0,15
10097,429,1,55,2
10098,429,6,72,1
10099,429,32,43,3
10100,429,4,15,6
10101,429,27,13,7
10102,429,25,4,9
10103,429,50,0,12
10104,429,21,9,8
10105,429,45,0,11
10106,429,51,0,10
10107,429,18,0,13
10108,429,3,24,4
10109,429,34,15,5
10110,429,52,0,16
10111,429,49,0,14
10112,429,53,0,15
10113,430,1,70,2
10114,430,6,75,1
10115,430,32,49,3
10116,430,4,15,6
10117,430,27,13,7
10118,430,25,4,9
10119,430,50,0,12
10120,430,21,9,8
10121,430,45,0,11
10122,430,51,0,10
10123,430,18,0,13
10124,430,3,25,4
10125,430,34,15,5
10126,430,52,0,16
10127,430,49,0,14
10128,430,53,0,15
10129,431,1,79,1
10130,431,6,77,2
10131,431,32,54,3
10132,431,4,15,6
10133,431,27,13,7
10134,431,25,4,9
10135,431,50,0,12
10136,431,21,9,8
10137,431,45,0,11
10138,431,51,0,10
10139,431,18,0,13
10140,431,3,25,4
10141,431,34,24,5
10142,431,52,0,16
10143,431,49,0,14
10144,431,53,0,15
10145,431,26,0,17
10146,432,1,83,1
10147,432,6,77,2
10148,432,32,63,3
10149,432,4,16,6
10150,432,27,13,7
10151,432,25,4,9
10152,432,50,0,12
10153,432,21,9,8
10154,432,45,0,11
10155,432,51,0,10
10156,432,18,0,13
10157,432,3,34,4
10158,432,34,26,5
10159,432,52,0,16
10160,432,49,0,14
10161,432,53,0,15
10162,432,26,0,17
10163,433,1,86,1
10164,433,6,77,2
10165,433,32,71,3
10166,433,4,16,6
10167,433,27,13,7
10168,433,25,4,9
10169,433,50,0,12
10170,433,21,10,8
10171,433,45,0,11
10172,433,51,0,10
10173,433,18,0,13
10174,433,3,47,4
10175,433,34,26,5
10176,433,52,0,16
10177,433,49,0,14
10178,433,53,0,15
10179,433,26,0,17
10180,434,1,90,1
10181,434,6,80,2
10182,434,32,71,3
10183,434,4,16,6
10184,434,27,13,8
10185,434,25,4,9
10186,434,50,0,12
10187,434,21,13,7
10188,434,45,0,11
10189,434,51,0,10
10190,434,18,0,13
10191,434,3,62,4
10192,434,34,26,5
10193,434,52,0,16
10194,434,49,0,14
10195,434,53,0,15
10196,434,26,0,17
10197,435,1,90,1
10198,435,6,82,2
10199,435,32,71,4
10200,435,4,16,7
10201,435,27,23,6
10202,435,25,7,9
10203,435,50,0,13
10204,435,21,14,8
10205,435,45,0,10
10206,435,51,0,12
10207,435,18,0,11
10208,435,3,71,3
10209,435,34,26,5
10210,435,52,0,16
10211,435,49,0,14
10212,435,53,0,15
10213,435,26,0,17
10214,436,1,9,1
10215,436,3,6,2
10216,436,32,4,3
10217,436,51,3,4
10218,436,4,2,5
10219,436,21,1,6
10220,436,50,0,7
10221,436,27,0,8
10222,436,34,0,9
10223,436,6,0,10
10224,436,45,0,11
10225,436,53,0,12
10226,436,52,0,13
10227,437,1,24,1
10228,437,3,6,2
10229,437,32,4,5
10230,437,51,6,4
10231,437,4,6,3
10232,437,21,1,7
10233,437,50,0,9
10234,437,27,2,6
10235,437,34,0,13
10236,437,6,0,11
10237,437,45,0,15
10238,437,53,1,8
10239,437,52,0,10
10240,437,25,0,12
10241,437,54,0,14
10242,438,1,24,1
10243,438,3,9,4
10244,438,32,6,5
10245,438,51,6,6
10246,438,4,12,3
10247,438,21,1,9
10248,438,50,0,10
10249,438,27,2,7
10250,438,34,0,12
10251,438,6,13,2
10252,438,45,0,15
10253,438,53,2,8
10254,438,52,0,11
10255,438,25,0,13
10256,438,54,0,14
10272,439,1,33,1
10273,439,3,9,5
10274,439,32,10,4
10275,439,51,6,6
10276,439,4,15,3
10277,439,21,3,7
10278,439,50,0,11
10279,439,27,3,8
10280,439,34,0,12
10281,439,6,19,2
10282,439,45,0,15
10283,439,53,2,9
10284,439,52,0,10
10285,439,25,0,13
10286,439,54,0,14
10287,440,1,42,1
10288,440,3,10,5
10289,440,32,16,4
10290,440,51,6,6
10291,440,4,21,3
10292,440,21,3,7
10293,440,50,0,11
10294,440,27,3,8
10295,440,34,0,12
10296,440,6,22,2
10297,440,45,0,13
10298,440,53,2,9
10299,440,52,0,10
10300,440,25,0,14
10301,440,54,0,15
10302,441,1,46,1
10303,441,3,12,5
10304,441,32,17,4
10305,441,51,6,6
10306,441,4,21,3
10307,441,21,3,8
10308,441,50,0,12
10309,441,27,3,9
10310,441,34,0,13
10311,441,6,24,2
10312,441,45,0,10
10313,441,53,5,7
10314,441,52,0,11
10315,441,25,0,15
10316,441,54,0,14
10317,442,1,56,1
10318,442,3,12,5
10319,442,32,21,4
10320,442,51,6,7
10321,442,4,21,3
10322,442,21,3,9
10323,442,50,0,13
10324,442,27,3,10
10325,442,34,9,6
10326,442,6,26,2
10327,442,45,0,11
10328,442,53,5,8
10329,442,52,0,12
10330,442,25,0,15
10331,442,54,0,14
10332,443,1,60,1
10333,443,3,14,6
10334,443,32,27,2
10335,443,51,6,7
10336,443,4,21,5
10337,443,21,3,9
10338,443,50,0,13
10339,443,27,3,10
10340,443,34,22,4
10341,443,6,26,3
10342,443,45,0,11
10343,443,53,5,8
10344,443,52,0,12
10345,443,25,0,15
10346,443,54,0,14
10347,444,1,60,1
10348,444,3,26,4
10349,444,32,32,3
10350,444,51,6,7
10351,444,4,21,6
10352,444,21,3,9
10353,444,50,0,14
10354,444,27,3,10
10355,444,34,22,5
10356,444,6,32,2
10357,444,45,2,11
10358,444,53,5,8
10359,444,52,0,12
10360,444,25,0,15
10361,444,54,0,13
10362,445,1,68,1
10363,445,3,26,5
10364,445,32,35,3
10365,445,51,6,8
10366,445,4,27,4
10367,445,21,3,9
10368,445,50,0,14
10369,445,27,3,10
10370,445,34,22,6
10371,445,6,36,2
10372,445,45,2,11
10373,445,53,9,7
10374,445,52,0,12
10375,445,25,0,15
10376,445,54,0,13
10377,446,1,84,1
10378,446,3,26,5
10379,446,32,38,2
10380,446,51,6,8
10381,446,4,33,4
10382,446,21,3,9
10383,446,50,0,14
10384,446,27,3,10
10385,446,34,22,6
10386,446,6,36,3
10387,446,45,2,11
10388,446,53,9,7
10389,446,52,0,12
10390,446,25,0,15
10391,446,54,0,13
10392,447,1,92,1
10393,447,3,26,6
10394,447,32,38,3
10395,447,51,6,8
10396,447,4,33,4
10397,447,21,6,9
10398,447,50,0,14
10399,447,27,3,10
10400,447,34,31,5
10401,447,6,40,2
10402,447,45,2,11
10403,447,53,9,7
10404,447,52,0,12
10405,447,25,0,15
10406,447,54,0,13
10407,448,1,108,1
10408,448,3,26,6
10409,448,32,45,2
10410,448,51,6,8
10411,448,4,34,4
10412,448,21,6,9
10413,448,50,0,14
10414,448,27,3,10
10415,448,34,33,5
10416,448,6,40,3
10417,448,45,2,11
10418,448,53,9,7
10419,448,52,0,12
10420,448,25,0,15
10421,448,54,0,13
10437,449,1,116,1
10438,449,3,26,6
10439,449,32,45,3
10440,449,51,10,8
10441,449,4,34,4
10442,449,21,6,9
10443,449,50,0,14
10444,449,27,3,10
10445,449,34,33,5
10446,449,6,46,2
10447,449,45,2,11
10448,449,53,12,7
10449,449,52,0,13
10450,449,25,0,15
10451,449,54,0,12
10452,450,1,128,1
10453,450,3,26,6
10454,450,32,45,3
10455,450,51,11,8
10456,450,4,34,5
10457,450,21,6,9
10458,450,50,0,14
10459,450,27,3,10
10460,450,34,37,4
10461,450,6,54,2
10462,450,45,2,11
10463,450,53,12,7
10464,450,52,0,13
10465,450,25,0,15
10466,450,54,0,12
10467,451,1,144,1
10468,451,3,26,6
10469,451,32,47,3
10470,451,51,11,8
10471,451,4,34,5
10472,451,21,6,9
10473,451,50,0,14
10474,451,27,3,10
10475,451,34,38,4
10476,451,6,58,2
10477,451,45,2,11
10478,451,53,16,7
10479,451,52,0,13
10480,451,25,0,15
10481,451,54,0,12
10482,452,34,9,1
10483,452,1,4,2
10484,452,3,3,3
10485,452,6,2,4
10486,452,21,1,5
10487,452,4,0,6
10488,452,53,0,7
10489,452,25,0,8
10490,452,32,0,9
10491,452,55,0,10
10492,452,50,0,11
10493,452,54,0,12
10494,452,27,0,13
10495,452,51,0,14
10496,452,45,0,15
10497,453,34,9,2
10498,453,1,19,1
10499,453,3,6,4
10500,453,6,6,3
10501,453,21,3,5
10502,453,4,0,7
10503,453,53,0,10
10504,453,25,0,9
10505,453,32,0,11
10506,453,55,1,6
10507,453,50,0,12
10508,453,54,0,13
10509,453,27,0,8
10510,453,51,0,14
10511,453,45,0,15
10512,454,34,15,2
10513,454,1,19,1
10514,454,3,9,5
10515,454,6,9,4
10516,454,21,3,6
10517,454,4,13,3
10518,454,53,0,10
10519,454,25,0,9
10520,454,32,0,11
10521,454,55,1,7
10522,454,50,0,13
10523,454,54,0,14
10524,454,27,0,8
10525,454,51,0,12
10526,454,45,0,15
10527,455,34,15,4
10528,455,1,21,2
10529,455,3,12,5
10530,455,6,22,1
10531,455,21,4,6
10532,455,4,19,3
10533,455,53,0,10
10534,455,25,0,9
10535,455,32,0,13
10536,455,55,1,7
10537,455,50,0,14
10538,455,54,0,12
10539,455,27,0,8
10540,455,51,0,11
10541,455,45,0,15
10542,456,34,21,3
10543,456,1,21,4
10544,456,3,21,5
10545,456,6,25,1
10546,456,21,4,6
10547,456,4,23,2
10548,456,53,0,11
10549,456,25,2,7
10550,456,32,0,13
10551,456,55,1,9
10552,456,50,0,14
10553,456,54,0,12
10554,456,27,0,10
10555,456,51,1,8
10556,456,45,0,15
10557,457,34,24,3
10558,457,1,21,5
10559,457,3,24,4
10560,457,6,31,2
10561,457,21,4,6
10562,457,4,36,1
10563,457,53,0,10
10564,457,25,2,7
10565,457,32,0,12
10566,457,55,1,8
10567,457,50,0,14
10568,457,54,0,13
10569,457,27,0,11
10570,457,51,1,9
10571,457,45,0,15
10572,458,34,27,4
10573,458,1,25,5
10574,458,3,32,2
10575,458,6,31,3
10576,458,21,4,7
10577,458,4,36,1
10578,458,53,0,11
10579,458,25,11,6
10580,458,32,1,8
10581,458,55,1,9
10582,458,50,0,14
10583,458,54,0,13
10584,458,27,0,12
10585,458,51,1,10
10586,458,45,0,15
10587,459,34,27,4
10588,459,1,26,5
10589,459,3,35,3
10590,459,6,44,2
10591,459,21,4,7
10592,459,4,44,1
10593,459,53,0,11
10594,459,25,11,6
10595,459,32,1,8
10596,459,55,1,10
10597,459,50,0,14
10598,459,54,0,13
10599,459,27,0,12
10600,459,51,1,9
10601,459,45,0,15
10602,460,34,33,4
10603,460,1,27,5
10604,460,3,35,3
10605,460,6,50,2
10606,460,21,4,8
10607,460,4,53,1
10608,460,53,0,11
10609,460,25,11,6
10610,460,32,4,7
10611,460,55,1,10
10612,460,50,0,14
10613,460,54,0,13
10614,460,27,0,12
10615,460,51,1,9
10616,460,45,0,15
10617,460,52,0,16
10618,461,34,37,3
10619,461,1,29,5
10620,461,3,36,4
10621,461,6,59,1
10622,461,21,4,9
10623,461,4,56,2
10624,461,53,0,11
10625,461,25,11,6
10626,461,32,4,8
10627,461,55,1,10
10628,461,50,0,14
10629,461,54,0,13
10630,461,27,0,12
10631,461,51,7,7
10632,461,45,0,15
10633,461,52,0,16
10634,462,34,41,3
10635,462,1,30,5
10636,462,3,36,4
10637,462,6,65,2
10638,462,21,4,9
10639,462,4,68,1
10640,462,53,0,12
10641,462,25,11,6
10642,462,32,6,8
10643,462,55,1,10
10644,462,50,0,16
10645,462,54,0,13
10646,462,27,0,11
10647,462,51,7,7
10648,462,45,0,14
10649,462,52,0,15
10650,463,34,41,3
10651,463,1,34,5
10652,463,3,36,4
10653,463,6,80,1
10654,463,21,4,9
10655,463,4,68,2
10656,463,53,3,10
10657,463,25,12,6
10658,463,32,6,8
10659,463,55,1,11
10660,463,50,0,16
10661,463,54,0,14
10662,463,27,0,12
10663,463,51,9,7
10664,463,45,0,15
10665,463,52,0,13
10666,464,34,50,3
10667,464,1,34,5
10668,464,3,36,4
10669,464,6,89,1
10670,464,21,4,10
10671,464,4,72,2
10672,464,53,4,9
10673,464,25,12,6
10674,464,32,8,8
10675,464,55,1,11
10676,464,50,0,16
10677,464,54,0,14
10678,464,27,0,12
10679,464,51,9,7
10680,464,45,0,15
10681,464,52,0,13
10698,465,34,59,3
10699,465,1,34,5
10700,465,3,36,4
10701,465,6,89,1
10702,465,21,4,10
10703,465,4,78,2
10704,465,53,7,9
10705,465,25,12,6
10706,465,32,12,8
10707,465,55,1,11
10708,465,50,0,16
10709,465,54,0,14
10710,465,27,0,12
10711,465,51,12,7
10712,465,45,0,15
10713,465,52,0,13
10714,466,34,72,3
10715,466,1,34,5
10716,466,3,38,4
10717,466,6,89,1
10718,466,21,4,10
10719,466,4,79,2
10720,466,53,10,9
10721,466,25,12,7
10722,466,32,12,8
10723,466,55,1,11
10724,466,50,0,16
10725,466,54,0,14
10726,466,27,0,12
10727,466,51,18,6
10728,466,45,0,15
10729,466,52,0,13
10730,467,4,13,1
10731,467,3,8,2
10732,467,1,4,3
10733,467,25,0,4
10734,467,32,0,5
10735,467,54,0,6
10736,467,51,0,7
10737,467,37,0,8
10738,467,55,0,9
10739,467,56,0,10
10740,467,6,0,11
10741,467,27,0,12
10742,467,53,0,13
10743,467,34,0,14
10744,467,45,0,15
10745,467,21,0,16
10746,467,57,0,17
10747,468,4,22,1
10748,468,3,8,3
10749,468,1,10,2
10750,468,25,3,5
10751,468,32,4,4
10752,468,54,2,6
10753,468,51,0,11
10754,468,37,0,8
10755,468,55,0,12
10756,468,56,0,13
10757,468,6,1,7
10758,468,27,0,15
