driver_standings_ID,race_ID,driver_ID,cumul_points,cumul_position
3395,173,35,15,7
3396,173,21,18,6
3397,173,41,3,14
3398,173,25,2,15
3399,173,48,0,19
3400,173,2,0,20
3401,173,49,11,9
3402,173,15,6,10
3403,173,18,12,8
3404,173,50,5,12
3405,173,37,2,16
3406,173,60,0,21
3407,173,57,86,2
3408,173,14,67,3
3409,173,63,6,11
3410,173,56,3,13
3411,173,64,0,18
3412,173,65,0,17
3413,173,55,0,22
3414,173,54,0,23
3415,174,30,108,1
3416,174,22,62,4
3417,174,23,24,5
3418,174,35,17,7
3419,174,21,18,6
3420,174,41,3,14
3421,174,25,2,15
3422,174,48,0,19
3423,174,2,0,20
3424,174,49,11,9
3425,174,15,6,10
3426,174,18,12,8
3427,174,50,5,12
3428,174,37,2,16
3429,174,60,0,21
3430,174,57,89,2
3431,174,14,73,3
3432,174,63,6,11
3433,174,56,4,13
3434,174,64,0,18
3435,174,65,0,17
3436,174,55,0,22
3437,174,54,0,23
3438,34,1,94,1
3439,34,2,60,5
3440,34,3,17,13
3441,34,4,53,6
3442,34,5,51,7
3443,34,6,9,15
3444,34,7,4,17
3445,34,8,69,4
3446,34,9,75,3
3447,34,15,30,9
3448,34,17,21,11
3449,34,14,8,16
3450,34,18,3,18
3451,34,12,19,12
3452,34,21,0,19
3453,34,22,11,14
3454,34,19,0,22
3455,34,11,0,21
3456,34,13,87,2
3457,34,10,22,10
3458,34,16,0,20
3459,34,20,30,8
4291,191,57,10,1
4292,191,14,6,2
4293,191,49,4,3
4294,191,56,3,4
4295,191,35,2,5
4296,191,65,1,6
4297,191,25,0,7
4298,191,71,0,8
4299,191,44,0,9
4300,192,57,20,1
4301,192,14,12,2
4302,192,49,6,3
4303,192,56,3,6
4304,192,35,2,7
4305,192,65,1,8
4306,192,25,3,5
4307,192,71,0,10
4308,192,44,0,12
4309,192,30,4,4
4310,192,21,1,9
4311,192,55,0,11
4312,192,76,0,13
4313,193,57,26,1
4314,193,14,13,3
4315,193,49,6,5
4316,193,56,7,4
4317,193,35,2,7
4318,193,65,1,10
4319,193,25,6,6
4320,193,71,0,11
4321,193,44,0,12
4322,193,30,14,2
4323,193,21,1,9
4324,193,55,2,8
4325,193,76,0,14
4326,193,22,0,13
4327,193,15,0,15
4328,193,68,0,16
4329,193,75,0,17
4330,193,73,0,18
4331,194,57,26,1
4332,194,14,23,2
4333,194,49,8,5
4334,194,56,11,4
4335,194,35,5,7
4336,194,65,1,10
4337,194,25,6,6
4338,194,71,0,12
4339,194,44,0,14
4340,194,30,20,3
4341,194,21,1,9
4342,194,55,3,8
4343,194,76,0,17
4344,194,22,0,16
4345,194,15,0,18
4346,194,68,0,19
4347,194,75,0,20
4348,194,73,0,21
4349,194,23,0,11
4350,194,74,0,13
4351,194,63,0,15
4352,195,57,36,1
4353,195,14,29,2
4354,195,49,8,6
4355,195,56,11,4
4356,195,35,6,7
4357,195,65,1,10
4358,195,25,9,5
4359,195,71,0,13
4360,195,44,0,15
4361,195,30,24,3
4362,195,21,1,11
4363,195,55,3,8
4364,195,76,0,18
4365,195,22,2,9
4366,195,15,0,16
4367,195,68,0,19
4368,195,75,0,20
4369,195,73,0,21
4370,195,23,0,12
4371,195,74,0,14
4372,195,63,0,17
4373,196,57,46,1
4374,196,14,29,2
4375,196,49,8,6
4376,196,56,15,4
4377,196,35,8,7
4378,196,65,1,12
4379,196,25,9,5
4380,196,71,0,15
4381,196,44,0,17
4382,196,30,24,3
4383,196,21,7,8
4384,196,55,3,10
4385,196,76,0,20
4386,196,22,2,11
4387,196,15,0,18
4388,196,68,0,21
4389,196,75,0,19
4390,196,73,0,22
4391,196,23,0,14
4392,196,74,0,16
4393,196,63,3,9
4394,196,64,1,13
4395,197,57,46,1
4396,197,14,29,3
4397,197,49,8,7
4398,197,56,19,4
4399,197,35,8,8
4400,197,65,1,12
4401,197,25,12,6
4402,197,71,0,17
4403,197,44,0,20
4404,197,30,34,2
4405,197,21,13,5
4406,197,55,3,11
4407,197,76,1,14
4408,197,22,4,9
4409,197,15,0,21
4410,197,68,0,22
4411,197,75,0,15
4412,197,73,0,18
4413,197,23,0,16
4414,197,74,0,19
4415,197,63,3,10
4416,197,64,1,13
4417,198,57,50,1
4418,198,14,30,3
4419,198,49,8,8
4420,198,56,25,4
4421,198,35,11,7
4422,198,65,1,12
4423,198,25,14,5
4424,198,71,0,17
4425,198,44,0,20
4426,198,30,44,2
4427,198,21,13,6
4428,198,55,3,11
4429,198,76,1,14
4430,198,22,4,9
4431,198,15,0,21
4432,198,68,0,22
4433,198,75,0,15
4434,198,73,0,18
4435,198,23,0,16
4436,198,74,0,19
4437,198,63,3,10
4438,198,64,1,13
4439,198,50,0,23
4440,199,57,56,1
4441,199,14,30,3
4442,199,49,8,8
4443,199,56,29,4
4444,199,35,11,7
4445,199,65,1,12
4446,199,25,17,5
4447,199,71,0,17
4448,199,44,0,20
4449,199,30,54,2
4450,199,21,15,6
4451,199,55,3,11
4452,199,76,1,15
4453,199,22,4,9
4454,199,15,0,22
4455,199,68,0,21
4456,199,75,0,16
4457,199,73,0,18
4458,199,23,1,13
4459,199,74,0,19
4460,199,63,3,10
4461,199,64,1,14
4462,199,50,0,23
4463,200,57,66,1
4464,200,14,36,3
4465,200,49,8,8
4466,200,56,32,4
4467,200,35,12,7
4468,200,65,1,13
4469,200,25,17,5
4470,200,71,0,16
4471,200,44,0,21
4472,200,30,58,2
4473,200,21,15,6
4474,200,55,3,11
4475,200,76,1,15
4476,200,22,4,9
4477,200,15,0,20
4478,200,68,0,22
4479,200,75,0,17
4480,200,73,0,18
4481,200,23,3,12
4482,200,74,0,19
4483,200,63,3,10
4484,200,64,1,14
4485,200,50,0,23
4486,201,57,76,1
4487,201,14,42,3
4488,201,49,8,8
4489,201,56,32,4
4490,201,35,16,6
4491,201,65,1,14
4492,201,25,17,5
4493,201,71,3,11
4494,201,44,0,21
4495,201,30,60,2
4496,201,21,15,7
4497,201,55,3,13
4498,201,76,1,16
4499,201,22,4,9
4500,201,15,0,20
4501,201,68,0,22
4502,201,75,0,17
4503,201,73,0,18
4504,201,23,4,10
4505,201,74,0,19
4506,201,63,3,12
4507,201,64,1,15
4508,201,50,0,23
4509,202,57,77,1
4510,202,14,48,3
4511,202,49,10,8
4512,202,56,32,4
4513,202,35,20,5
4514,202,65,1,14
4515,202,25,17,6
4516,202,71,6,9
4517,202,44,0,21
4518,202,30,70,2
4519,202,21,15,7
4520,202,55,3,13
4521,202,76,1,16
4522,202,22,4,10
4523,202,15,0,20
4524,202,68,0,22
4525,202,75,0,17
4526,202,73,0,18
4527,202,23,4,11
4528,202,74,0,19
4529,202,63,3,12
4530,202,64,1,15
4531,202,50,0,23
4532,203,57,77,1
4533,203,14,48,3
4534,203,49,13,9
4535,203,56,32,4
4536,203,35,20,5
4537,203,65,1,15
4538,203,25,17,6
4539,203,71,16,7
4540,203,44,0,21
4541,203,30,70,2
4542,203,21,15,8
4543,203,55,7,11
4544,203,76,1,17
4545,203,22,4,12
4546,203,15,1,16
4547,203,68,0,22
4548,203,75,0,18
4549,203,73,0,19
4550,203,23,10,10
4551,203,74,0,20
4552,203,63,3,13
4553,203,64,3,14
4554,203,50,0,23
4555,204,57,80,1
4556,204,14,48,3
4557,204,49,13,10
4558,204,56,38,4
4559,204,35,20,5
4560,204,65,1,15
4561,204,25,17,7
4562,204,71,17,6
4563,204,44,0,22
4564,204,30,80,2
4565,204,21,15,8
4566,204,55,9,11
4567,204,76,1,17
4568,204,22,4,12
4569,204,15,1,16
4570,204,68,0,21
4571,204,75,0,18
4572,204,73,0,20
4573,204,23,14,9
4574,204,74,0,19
4575,204,63,3,13
4576,204,64,3,14
4577,204,50,0,23
4578,205,57,90,1
4579,205,14,52,3
4580,205,49,15,9
4581,205,56,41,4
4582,205,35,20,5
4583,205,65,1,15
4584,205,25,17,7
4585,205,71,17,6
4586,205,44,0,22
4587,205,30,86,2
4588,205,21,16,8
4589,205,55,9,11
4590,205,76,1,17
4591,205,22,4,12
4592,205,15,1,16
4593,205,68,0,21
4594,205,75,0,18
4595,205,73,0,20
4596,205,23,14,10
4597,205,74,0,19
4598,205,63,3,13
4599,205,64,3,14
4600,205,50,0,23
4601,206,57,100,1
4602,206,14,56,3
4603,206,49,17,7
4604,206,56,47,4
4605,206,35,21,5
4606,206,65,1,15
4607,206,25,17,8
4608,206,71,20,6
4609,206,44,0,22
4610,206,30,86,2
4611,206,21,16,9
4612,206,55,9,11
4613,206,76,1,17
4614,206,22,4,12
4615,206,15,1,16
4616,206,68,0,21
4617,206,75,0,18
4618,206,73,0,20
4619,206,23,14,10
4620,206,74,0,19
4621,206,63,3,13
4622,206,64,3,14
4623,206,50,0,23
5042,224,71,10,1
5043,224,35,6,2
5044,224,56,4,3
5045,224,77,3,4
5046,224,57,2,5
5047,224,63,1,6
5048,224,44,0,7
5049,224,49,0,8
5050,224,73,0,9
5051,224,64,0,10
5052,224,79,0,11
5053,225,71,20,1
5054,225,35,6,3
5055,225,56,4,5
5056,225,77,3,7
5057,225,57,5,4
5058,225,63,3,8
5059,225,44,1,9
5060,225,49,0,11
5061,225,73,0,13
5062,225,64,0,10
5063,225,79,0,12
5064,225,55,6,2
5065,225,30,4,6
5066,225,83,0,14
5067,225,69,0,15
5068,225,84,0,16
5069,226,71,30,1
5070,226,35,12,2
5071,226,56,6,4
5072,226,77,3,8
5073,226,57,5,5
5074,226,63,3,9
5075,226,44,1,10
5076,226,49,0,14
5077,226,73,0,17
5078,226,64,0,13
5079,226,79,0,15
5080,226,55,10,3
5081,226,30,4,6
5082,226,83,0,18
5083,226,69,0,20
5084,226,84,0,21
5085,226,22,3,7
5086,226,50,1,11
5087,226,14,0,12
5088,226,65,0,16
5089,226,85,0,19
5090,227,71,33,1
5091,227,35,22,2
5092,227,56,6,5
5093,227,77,3,9
5094,227,57,5,6
5095,227,63,3,10
5096,227,44,1,11
5097,227,49,0,16
5098,227,73,0,18
5099,227,64,0,15
5100,227,79,0,17
5101,227,55,10,3
5102,227,30,10,4
5103,227,83,0,19
5104,227,69,0,21
5105,227,84,1,12
5106,227,22,5,7
5107,227,50,1,13
5108,227,14,4,8
5109,227,65,0,14
5110,227,85,0,20
5111,227,21,0,22
5112,228,71,43,1
5113,228,35,22,2
5114,228,56,9,5
5115,228,77,7,6
5116,228,57,5,8
5117,228,63,3,10
5118,228,44,1,11
5119,228,49,0,16
5120,228,73,0,19
5121,228,64,0,14
5122,228,79,0,18
5123,228,55,11,4
5124,228,30,16,3
5125,228,83,0,17
5126,228,69,0,20
5127,228,84,1,12
5128,228,22,7,7
5129,228,50,1,13
5130,228,14,4,9
5131,228,65,0,15
5132,228,85,0,21
5133,228,21,0,22
5134,229,71,43,1
5135,229,35,22,2
5136,229,56,9,7
5137,229,77,7,8
5138,229,57,6,10
5139,229,63,5,11
5140,229,44,11,4
5141,229,49,3,13
5142,229,73,0,19
5143,229,64,0,16
5144,229,79,0,18
5145,229,55,11,5
5146,229,30,16,3
5147,229,83,0,17
5148,229,69,0,20
5149,229,84,1,14
5150,229,22,7,9
5151,229,50,1,15
5152,229,14,10,6
5153,229,65,4,12
5154,229,85,0,21
5155,229,21,0,22
5156,230,71,43,1
5157,230,35,26,2
5158,230,56,9,7
5159,230,77,7,9
5160,230,57,8,8
5161,230,63,5,12
5162,230,44,11,5
5163,230,49,6,11
5164,230,73,0,19
5165,230,64,1,14
5166,230,79,0,18
5167,230,55,17,4
5168,230,30,26,3
5169,230,83,0,17
5170,230,69,0,20
5171,230,84,1,15
5172,230,22,7,10
5173,230,50,1,16
5174,230,14,10,6
5175,230,65,4,13
5176,230,85,0,21
5177,230,21,0,22
5178,231,71,53,1
5179,231,35,32,2
5180,231,56,9,8
5181,231,77,7,9
5182,231,57,10,7
5183,231,63,5,12
5184,231,44,11,6
5185,231,49,6,11
5186,231,73,0,20
5187,231,64,1,15
5188,231,79,0,19
5189,231,55,21,4
5190,231,30,26,3
5191,231,83,0,18
5192,231,69,0,21
5193,231,84,2,14
5194,231,22,7,10
5195,231,50,1,16
5196,231,14,13,5
5197,231,65,4,13
5198,231,85,0,22
5199,231,21,0,17
5200,232,71,63,1
5201,232,35,38,2
5202,232,56,9,9
5203,232,77,10,8
5204,232,57,12,6
5205,232,63,5,12
5206,232,44,11,7
5207,232,49,6,11
5208,232,73,0,19
5209,232,64,1,15
5210,232,79,0,20
5211,232,55,25,4
5212,232,30,26,3
5213,232,83,0,18
5214,232,69,0,21
5215,232,84,2,14
5216,232,22,7,10
5217,232,50,1,16
5218,232,14,14,5
5219,232,65,4,13
5220,232,85,0,22
5221,232,21,0,17
5222,233,71,63,1
5223,233,35,48,2
5224,233,56,9,10
5225,233,77,16,5
5226,233,57,16,7
5227,233,63,5,12
5228,233,44,11,8
5229,233,49,6,11
5230,233,73,0,19
5231,233,64,1,15
5232,233,79,0,20
5233,233,55,25,4
5234,233,30,26,3
5235,233,83,0,18
5236,233,69,0,21
5237,233,84,3,14
5238,233,22,10,9
5239,233,50,1,16
5240,233,14,16,6
5241,233,65,4,13
5242,233,85,0,22
5243,233,21,0,17
5244,234,71,73,1
5245,234,35,52,2
5246,234,56,9,10
5247,234,77,16,6
5248,234,57,16,7
5249,234,63,5,12
5250,234,44,11,8
5251,234,49,6,11
5252,234,73,0,19
5253,234,64,1,15
5254,234,79,0,20
5255,234,55,31,3
5256,234,30,29,4
5257,234,83,0,18
5258,234,69,0,21
5259,234,84,3,14
5260,234,22,11,9
5261,234,50,1,16
5262,234,14,18,5
5263,234,65,4,13
5264,234,85,0,22
5265,234,21,0,17
5266,235,71,79,1
5267,235,35,62,2
